"avg_rating","creator","downloads","identifier","publisher","subject","title","year"
"","ಬಿ. ರಂಗನಾಥರಾವ್","36","unset0000unse_u6m1","ಸುಭೋಧ ಪ್ರಕಟಣಾಲಯ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಾರಪತ್ರಿಕೆ,ನಗುವ-ನಂದ ಸಂಚಯ,Naguva-Nanda","ನಗುವ-ನಂದ ಜುಲೈ 1953","1953"
"","T. K. Ross","61","unset0000unse_u7c6","Sir Isaac Pitman & Sons, Ltd.","CFTRI","An Introduction To chemical Engineering","1953"
"","","76","unset0000unse_v7c8","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಏಪ್ರಿಲ್ 1969","1969"
"","ಎ. ಪಿ. ಮಾಲತಿ","104","unset0000unse_v4g2","ಗೀತಾ ಬುಕ್ ಹೌಸ್","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಕಾದಂಬರಿ,ಎ. ಪಿ. ಮಾಲತಿ ಸಂಚಯ","ದಿವ್ಯ ಪಥ","1990"
"","ಡಿ. ವಿ. ಪ್ರಹ್ಲಾದ್","51","unset0000unse_v8g3","ಡಿ. ವಿ. ಪ್ರಹ್ಲಾದ್","ದ್ವಿಮಾಸಿಕ ಪತ್ರಿಕೆ,ಸಂಚಯ ಪತ್ರಿಕೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಸಂಚಯ 3","1996"
"","ಟಿ. ಪಿ. ಕೈಲಾಸಂ","136","unset0000unse_w0i7","‍ಕಾವ್ಯಾಲಯ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಕೈಲಾಸಂ ಸಾಹಿತ್ಯ ಸಂಚಯ","ನಮ್ ಬ್ರಾಹ್ಮಣ್ಕೆ","2002"
"","ಟಿ. ರಾಮಕೃಷ್ಣಭಟ್","49","unset0000unse_v9d4","ಸಾಹಿತ್ಯ ಕುಟೀರ, ಬಯರು","Yakshagana,Yakshagana Prasanga,ಯಕ್ಷಗಾನ,ಯಕ್ಷಗಾನ ಪ್ರಸಂಗ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ವಾಸವದತ್ತ ರತ್ನಾವಳಿ","1977"
"","Olof Samuelson","20","unset0000unse_w1m1","John Wiley & Sons, Inc.","CFTRI","Ion Exchangers In Analytical Chemistry","1953"
"","","111","unset0000unse_w5h7","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ನವೆಂಬರ್ 1995","1995"
"","ಬಾಲಕೃಷ್ಣ ಕಿ. ನ","49","unset0000unse_w3c0","","ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಕವಿತಾ ೨","1968"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","22","unset0000unse_w3c2","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 26","1993"
"","ಡಿ. ವಿ. ಪ್ರಹ್ಲಾದ್","41","unset0000unse_w8o0","ಡಿ. ವಿ. ಪ್ರಹ್ಲಾದ್","ದ್ವಿಮಾಸಿಕ ಪತ್ರಿಕೆ,ಸಂಚಯ ಪತ್ರಿಕೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಸಂಚಯ 90","2011"
"","‌ಗೋಪಾಲಕೃಷ್ಣ ಅಡಿಗ","66","unset0000unse_w9t2","ಅಕ್ಷರ ಪ್ರಕಾಶನ","ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ಸಾಕ್ಷಿ ಸಂಚಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಸಾಕ್ಷಿ ಸಂಚಿಕೆ 23","1974"
"","","38","unset0000unse_x1e8","J .B. Lippincott Company","CFTRI","Epitome Of The Pharmacopeia Of The National Formulary With Comments","1947"
"","","75","unset0000unse_w9j6","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಜೂನ್ 1966","1966"
"","Robert E. Treybal","21","unset0000unse_x1u9","McGraw - Hall Book Company, Inc.","CFTRI","Liquid Extraction","1951"
"","","83","unset0000unse_y3o9","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ನವೆಂಬರ್ 1968","1968"
"","","110","unset0000unse_y3m8","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಡಿಸೆಂಬರ್ 1968","1968"
"","R. F. Glascock","7","isotopicgasanaly0000rfgl","Academic Press Inc., Publishers","CFTRI","Isotopic Gas Analysis For Biochemists","1954"
"","","6","j5510000unse","","","J 551",""
"","Parshanatha Tavanappa Upadya Bahubali Pasrchanatha Upadya","12","jainaarathisangr0000pars","Sri 105 Athibala Maharajaru","","Jaina Arathi Sangraha","1951"
"","","8","keralantlekonkan0000unse","Kerala Konkani Academy","","Keralantle Konkani Sahitya","1993"
"","Herolpius","22","kudpachyavhallac0000hero","Sevak Prakashan","","Kudpachya Vhallachyo Kurlyo","2016"
"","ବିଜୟ ଚନ୍ଦ୍ର ଦାସ,Bijaya Chandra Das,Bijaẏa Candra Dās","1","korea-das","","ଇତିହାସ,History,Odia Bibhaba","କୋରିଆ",""
"","","1","kothari-commission-o-odisara-sikhyabyabastha-1967","","ପ୍ରବନ୍ଧ,Essay,Odia Bibhaba","କୋଠାରୀ କମିଶନ ଓ ଓଡ଼ିଶାର ଶିକ୍ଷାବ୍ୟବସ୍ଥା","1967"
"","କାଳୀଚରଣ ପଟ୍ଟନାୟକ,Kali Charana Patnaik,Kāl̥ī Caraṇa Paṭnāik","1","kisora-chandrananda-champu-1940","","ନାଟକ,Play,Odia Bibhaba","କିଶୋର ଚନ୍ଦ୍ରାନନ୍ଦ ଚମ୍ପୂ","1940"
"","Dr.Olivinho Gomes","18","konkanimanasagan0000drol","Konkani Sorospot Prakashan","","Konkani Manasagangotri","2000"
"","ಪ್ರೊ. ಕಡಂಬಿ ರಾಮದಾಸ ಪ್ರಭು","24","kuladevalemmahat0000prof","Kadambi prabhu trust","","ಕುಲದೇವಾಲೆಂ ಮಹತ್ವ",""
"","MADHUSUDAN P.JOSHI","6","khanvattem0000madh","MANGAL PRAKASHAN","","KHANVATTEM","1997"
"","ಸಿಜ್ಯೆಸ್ ತಾಕೊಡೆ","22","izmolachinvatli0000sijy","Samuel siqueira","","ಇಜ್ಮೊಲಾಚಿ ವಾಟ್ಲಿ","1995"
"","କାଶୀନାଥ ମହାପାତ୍ର,Kasinatha Mahapatra,Kashi Natha Mahapatra","7","utkala-brahmana-samiti-volume-8-1908","","ବିବରଣୀ,report","ଉତ୍କଳ ବ୍ରାହ୍ମଣ ସମିତି ଭାଗ ୮","1908"
"","ବିଦ୍ୟୁତ ପ୍ରଭା ଦେବୀ,Bidyuta Prabha Devi,Bidyut Prabha Devi","3","utkala-saraswata-pratibha-1951","","କବିତା,poetry","ଉତ୍କଳ ସାରସ୍ୱତ ପ୍ରତିଭା","1951"
"","ଗୋପବନ୍ଧୁ ଦାଶ,Gopabandhu Das,Gopabandhu Dash","3","utkala-sammilani-sabhapati-abhibhasana-1919","","ବିବରଣୀ,report","ଉତ୍କଳ ସମ୍ମିଳନୀ ସଭାପତି ଅଭିଭାଷଣ","1919"
"","ଲୋକନାଥ କାବ୍ୟତୀର୍ଥ,Lokanatha Kabyatirtha,Lokanath Kavyatirtha","3","utkala-janani-1906","","କବିତା,poetry","ଉତ୍କଳ ଜନନୀ","1906"
"","ଶଶି ଭୂଷଣ ରାୟ,Sasi Bhusana Ray,Shashi Bhusan Ray","6","utkalara-rutuchitra-1913","","ପ୍ରବନ୍ଧ,essay","ଉତ୍କଳର ଋତୁଚିତ୍ର","1913"
"","ଗଙ୍ଗାଧର ମେହେର,Gangadhar Meher,Gangadhara Meher","4","utkala-laxmi-1915","","କବିତା,poetry","ଉତ୍କଳ ଲକ୍ଷ୍ମୀ","1915"
"","Thurston, Edgar, 1855-1935","161","anthropologyofto0000thur","Superintendent, Government Press (Madras)","Toda (Indic people),Ethnology -- India -- Tamil Nadu,Manners and customs,Ethnology,Nilgiri Hills (India) -- Social life and customs,India -- Tamil Nadu,India -- Nilgiri Hills","Anthropology of the Todas and Kotas of the Nilgiri Hills ; and of the Brāhmans, Kammālans, Pallis, and Pariahs of Madras City","1896"
"","ಜೆ. ಆರ್. ಲಕ್ಷ್ಮಣರಾವ್","35","vijnanakarnataka0000jrla_g3l4","ಪ್ರಸಾರಾಂಗ, ಮಾನಸಗಂಗೋತ್ರಿ, ಮೈಸೂರು ವಿಶ್ವವಿದ್ಯಾನಿಲಯ","ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಿಜ್ಞಾನ ಕರ್ನಾಟಕ ಸಂಚಯ","ವಿಜ್ಞಾನ ಕರ್ನಾಟಕ, ಸಂಪುಟ 6,ಸಂಚಿಕೆ 3","1974"
"","ಜೆ. ಆರ್. ಲಕ್ಷ್ಮಣರಾವ್","38","vijnanakarnataka0000jrla_w7h1","ಪ್ರಸಾರಾಂಗ, ಮಾನಸಗಂಗೋತ್ರಿ, ಮೈಸೂರು ವಿಶ್ವವಿದ್ಯಾನಿಲಯ","ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಿಜ್ಞಾನ ಕರ್ನಾಟಕ ಸಂಚಯ","ವಿಜ್ಞಾನ ಕರ್ನಾಟಕ, ಸಂಪುಟ 4,ಸಂಚಿಕೆ 3","1972"
"","ಜೆ. ಆರ್. ಲಕ್ಷ್ಮಣರಾವ್","37","vijnanakarnataka0000jrla_n5s1","ಪ್ರಸಾರಾಂಗ, ಮಾನಸಗಂಗೋತ್ರಿ, ಮೈಸೂರು ವಿಶ್ವವಿದ್ಯಾನಿಲಯ","ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಿಜ್ಞಾನ ಕರ್ನಾಟಕ ಸಂಚಯ","ವಿಜ್ಞಾನ ಕರ್ನಾಟಕ, ಸಂಪುಟ 4,ಸಂಚಿಕೆ 1","1972"
"","","1","krusiparasara","","କବିତା,Poetry,Odia Bibhaba","କୃଷିପରାଶର",""
"","ಜಿ. ಟಿ. ನಾರಾಯಣರಾವ್","661","jatakamattubhavishya","ಅತ್ರಿ ಬುಕ್ ಸೆಂಟರ್","ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಜಾತಕ ಮತ್ತು ಭವಿಷ್ಯ","2000"
"","ଯୁଗଳ କିଶୋର ପାଣିଗ୍ରାହୀ,Jugala Kisora Panigrahi,Jugala Kishore Panigrahi","5","jatiya-bahini-itihasa-1945","","ପ୍ରବନ୍ଧ,essay","ଜାତୀୟ ବାହିନୀ ଇତିହାସ","1945"
"","Perera, Simon Gregory, 1882-1950","447","jesuitsinceyloni0000pere","De Nobili Press (Madras)","Jesuits -- Sri Lanka -- History -- 16th century,Jesuits -- Sri Lanka -- History -- 17th century,Jesuits -- Missions -- Sri Lanka -- History -- 16th century,Jesuits -- Missions -- Sri Lanka -- History -- 17th century,Jesuits,Missions,Jezuïeten,Missie,Sri Lanka","The Jesuits In Ceylon (In the XVI and XVII Centuries)","1941"
"","","3","kalki1946-09-15","","Magazine,Tamil Magazine","Kalki Magazine 1946-09-15","1946"
"","","3","kalki19430710","","Magazine,Tamil Magazine","Kalki Magazine 1943-07-10","1943"
"","","1","kalki1947-07-13","","Magazine,Tamil Magazine","Kalki Magazine 1947-07-13","1947"
"","","2","kalki1947-09-28","","Magazine,Tamil Magazine","Kalki Magazine 1947-09-28","1947"
"","","2","kalki1948-09-12","","Magazine,Tamil Magazine","Kalki Magazine 1948-09-12","1948"
"","","3","kalki1950-08-27","","Magazine,Tamil Magazine","Kalki Magazine 1950-08-27","1950"
"","","1","kalki1948-06-27","","Magazine,Tamil Magazine","Kalki Magazine 1948-06-27","1948"
"","","3","kalki1948-05-23","","Magazine,Tamil Magazine","Kalki Magazine 1948-05-23","1948"
"","","4","kalki1948-09-26","","Magazine,Tamil Magazine","Kalki Magazine 1948-09-26","1948"
"","","2","kalki1948-08-22","","Magazine,Tamil Magazine","Kalki Magazine 1948-08-22","1948"
"","","3","kalki1950-01-15","","Magazine,Tamil Magazine","Kalki Magazine 1950-01-15","1950"
"","","3","kalki1949-05-01","","Magazine,Tamil Magazine","Kalki Magazine 1949-05-01","1949"
"","","2","kalki1949-06-12","","Magazine,Tamil Magazine","Kalki Magazine 1949-06-12","1949"
"","","2","kalki1949-01-09","","Magazine,Tamil Magazine","Kalki Magazine 1949-01-09","1949"
"","ଚକ୍ରଧର ମହାପାତ୍ର,Chakradhara Mahapatra,Cakradhara Mahāpātra","3","kapileswara-prakruta-kapilabastu-1970","","ପ୍ରବନ୍ଧ,Essay,Odia Bibhaba","କପିଳେଶ୍ୱର ପ୍ରକୃତ କପିଳବାସ୍ତୁ","1970"
"","ଦୁର୍ଗାମାଧବ ନନ୍ଦ,Durgamadhaba Nanda,Durgāmādhaba Nanda","2","kapileswara-rachanabali-vol-1-2001","","ଗ୍ରନ୍ଥାବଳୀ,Collected works,Odia Bibhaba","କପିଳେଶ୍ୱର ରଚନାବଳୀ ଭାଗ ୧","2001"
"","ಶ್ರೀ ಕೆ ಸುಭಾಶ್ಚಂದ್ರ ಶೆಣೈ","33","1857rasipayidhan0000srik","ಒಂದಾಣೆ ಮಾಲೆ, ಮಂಗಳೂರು","ಒಂದಾಣೆ ಮಾಲೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","೧೮೫೭ರ ""ಸಿಪಾಯಿ ದಂಗೆ"" ೪೬","1955"
"","Mahamahopadhyaya Pandit Sivadatta","49","kavyamala0000maha","Tukaram Javaji","","Kavyamala","1897"
"","","4","j2250000unse","","","J 225","1935"
"","","4","jaag0000unse","","","Jaag","1998"
"","","8","jaagmay0000unse_t2t7","","","Jaag-May","1999"
"","ಶ್ರೀ ಎಂ ಸುಬ್ರಾಯನ್","35","jaathakakathegal0000srim","ಒಂದಾಣೆ ಮಾಲೆ, ಮಂಗಳೂರು","ಒಂದಾಣೆ ಮಾಲೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಜಾತಕ ಕಥೆಗಳು ೩೦","1955"
"","ମୋହନ ଚରଣ ଦାସ,Mohana Charana Das","3","jaimini-bharata-1924","","କବିତା,poetry","ଜୈମିନି ଭାରତ","1924"
"","ವ್ಹಿ.ಡಿ'ಸಿಲ್ವಾ ಕಾಂಜೂರ್ ಮಾರ್ಗ್ व्ही. डि'सिल्वा कांजूरमार्ग","10","kavyanrasamrut0000vdds","Divo","","ಕಾವ್ಯಾಂರಸ್ ಅಮೃತ್ काव्यांरस अमृत","1997"
"","ବୈଷ୍ଣବ ଚରଣ ଦାସ,Baisnaba Charana Das,Baiṣṇaba Caraṇa Dās","2","kirttana-nimain-sannyasa-1941","","କବିତା,Poetry,Odia Bibhaba","କୀର୍ତ୍ତନ ନିମାଇଁ ସନ୍ନ୍ୟାସ","1941"
"","Kerala Sasthra Sahithya Parishad","51","silentvalleychar0000kssp","Kerala Sasthra Sahithya Parishad","KSSP leaflets,Silent Valley,KSSP Ecology Books","സൈലന്റ്‌വാലി ചർച്ച","1979"
"","ಫ್ರಾದ್ ವೈಟಸ್ ಪ್ರಭುದಾಸ್","15","shethbhangrale0000frad","Rakhno publications","","ಶೆತ್ ಭಾಂಗ್ರಾಳೆಂ","1979"
"","ಎಮ್ ಎನ್ ಕಾಮತ್","11","shikshanapariksh0000mnka","ಒಂದಾಣೆ ಮಾಲೆ, ಮಂಗಳೂರು","ಒಂದಾಣೆ ಮಾಲೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಶಿಕ್ಷಣ ಪರೀಕ್ಷೆ ೩೨೯","1961"
"","R.Amrutavani","10","kanniyodevachyoa0000ramr","Orient Langman","","Kanniyo:Devachyo Ani Munshachyo-2",""
"","MARCEL PASCAL KUTINHO","4","khunigaranchesod0000marc","MARCEL PASCAL KUTINHO","","KHUNIGARANCHE SODNER",""
"","S.M.Tadkod","17","konkanisameeksha0000smta","Kedar Prakashan","","Konkani Sameekshan","1989"
"","","5","konkanitimesdiwa0000unse","","","KONKANI TIMES DIWALI 1992",""
"","ಅಂತೊನ್ ಆ. ಸಲ್ದಾನ್","22","konkanibhasanisa0000anto","Izak P. peenth","","ಕೊಂಕಣಿ ಭಾಸ್ ಆನಿ ಸಂಸ್ಕೃತಿ","1958"
"","Kerala Sasthra Sahithya Parishad","194","1971mayeureka0000kssp","Kerala Sasthra Sahithya Parishad","Eureka Magazine","യുറീക്ക - കുട്ടികളുടെ ശാസ്ത്രമാസിക - 1971 മേയ്","1971"
"","","45","thirukuralmulamu0000unse","the south india saiva siddhanta works","","thirukural mulamum parimelagar uraiyum","1941"
"","CGS TACCODE","2","kuchilyo0000cgst","GULOB PRAKASHAN","","KUCHILYO","1984"
"","","5","kulagaraugust0000unse_a2n9","","","Kulagar-August","1985"
"","Dr. Jamie Uhrig, Dr. Penny Dawson","69","1985arationalstu0000jami","Kerala Sasthra Sahithya Parishad","KSSP leaflets,KSSP Health Books","1985 - A Rational Study of Analgesics and Antipyretics","1985"
"","प्रकाश थळी","26","tiatrachoithihas0000prak","Goa Konkani Academy","","तियात्राचो इतिहास","1993"
"","Pratap Nayak","9","jivithanthlimgha0000prat","Marg Prakashan","","Jivithanthlim Ghaditham","1970"
"","VALLEY QUADRAS","10","suktibhorti0000vall_a0y1","ASHAWADI PRAKASHAN","","SUKTI BHORTI","2018"
"","","3","krusi-darpana","","ପ୍ରବନ୍ଧ,Essay,Odia Bibhaba","କୃଷି ଦର୍ପଣ",""
"","Jaya Appasamy","8","ksreenivasulu0000jaya","Lalit Kala Akademi","","K. Sreenivasulu","1966"
"","ବାଳ କୃଷ୍ଣ ଦାସ,Bala Krushna Das","6","jnananjana-salaka-1904","","ପ୍ରବନ୍ଧ,essay","ଜ୍ଞାନାଞ୍ଜନ ଶଳାକା","1904"
"","ଅଚ୍ୟୁତ ଦାସ,ଗୋବିନ୍ଦ ରଥ,Acyuta Das,Gobinda Rath,Achyuta Das","7","jnanapradipa-gita-1910","","କବିତା,poetry","ଜ୍ଞାନପ୍ରଦୀପ ଗୀତା","1910"
"","ଗୋପାଳ କାନୁନଗୋ,Gopal Kanungo,Gopāl̥a Kānungo","1","kalara-bichara-1955","","ପ୍ରବନ୍ଧ,Essay,Odia Bibhaba","କଳାର ବିଚାର","1955"
"","","2","kalki19450204","","Magazine,Tamil Magazine","Kalki Magazine 1945-02-04","1945"
"","","4","kalki19441210","","Magazine,Tamil Magazine","Kalki Magazine 1944-12-10","1944"
"","","4","kalki19450506","","Magazine,Tamil Magazine","Kalki Magazine 1945-05-06","1945"
"","","1","kalki19450701","","Magazine,Tamil Magazine","Kalki Magazine 1945-07-01","1945"
"","","5","kalki19441105","","Magazine,Tamil Magazine","Kalki Magazine 1944-11-05","1944"
"","","4","kalki19450527","","Magazine,Tamil Magazine","Kalki Magazine 1945-05-27","1945"
"","Alaka Saravagi","16","kalikatha0000alak","Sahitya Academy","","Kali-Katha",""
"","","2","kalki1946-11-24","","Magazine,Tamil Magazine","Kalki Magazine 1946-11-24","1946"
"","","1","kalki1946-03-10","","Magazine,Tamil Magazine","Kalki Magazine 1946-03-10","1946"
"","","4","kalki1946-09-01","","Magazine,Tamil Magazine","Kalki Magazine 1946-09-01","1946"
"","","1","kalki1946-05-19","","Magazine,Tamil Magazine","Kalki Magazine 1946-05-19","1946"
"","","1","kalki1946-04-28","","Magazine,Tamil Magazine","Kalki Magazine 1946-04-28","1946"
"","","2","kalki1946-10-27","","Magazine,Tamil Magazine","Kalki Magazine 1946-10-27","1946"
"","","3","kalki1946-08-11","","Magazine,Tamil Magazine","Kalki Magazine 1946-08-11","1946"
"","","2","kalki1946-09-08","","Magazine,Tamil Magazine","Kalki Magazine 1946-09-08","1946"
"","","5","kalki19440310","","Magazine,Tamil Magazine","Kalki Magazine 1944-03-10","1944"
"","","1","kalki1947-04-13","","Magazine,Tamil Magazine","Kalki Magazine 1947-04-13","1947"
"","","1","kalki1947-11-02","","Magazine,Tamil Magazine","Kalki Magazine 1947-11-02","1947"
"","","3","kalki1947-10-19","","Magazine,Tamil Magazine","Kalki Magazine 1947-10-19","1947"
"","","1","kalki1947-06-22","","Magazine,Tamil Magazine","Kalki Magazine 1947-06-22","1947"
"","","2","kalki1947-08-31","","Magazine,Tamil Magazine","Kalki Magazine 1947-08-31","1947"
"","","2","kalki1947-03-09","","Magazine,Tamil Magazine","Kalki Magazine 1947-03-09","1947"
"","","2","kalki1947-07-20","","Magazine,Tamil Magazine","Kalki Magazine 1947-07-20","1947"
"","","1","kalki1947-03-23","","Magazine,Tamil Magazine","Kalki Magazine 1947-03-23","1947"
"","","1","kalki1948-08-01","","Magazine,Tamil Magazine","Kalki Magazine 1948-08-01","1948"
"","","2","kalki1947-12-21","","Magazine,Tamil Magazine","Kalki Magazine 1947-12-21","1947"
"","","1","kalki1948-02-08","","Magazine,Tamil Magazine","Kalki Magazine 1948-02-08","1948"
"","","3","kalki1948-10-24","","Magazine,Tamil Magazine","Kalki Magazine 1948-10-24","1948"
"","","1","kalki1948-11-07","","Magazine,Tamil Magazine","Kalki Magazine 1948-11-07","1948"
"","","3","kalki1948-04-04","","Magazine,Tamil Magazine","Kalki Magazine 1948-04-04","1948"
"","","2","kalki1950-09-24","","Magazine,Tamil Magazine","Kalki Magazine 1950-09-24","1950"
"","","4","kalki1949-08-15","","Magazine,Tamil Magazine","Kalki Magazine 1949-08-15","1949"
"","","2","kalki1949-09-18","","Magazine,Tamil Magazine","Kalki Magazine 1949-09-18","1949"
"","","3","kalki1949-01-16","","Magazine,Tamil Magazine","Kalki Magazine 1949-01-16","1949"
"","","1","kalki1949-06-19","","Magazine,Tamil Magazine","Kalki Magazine 1949-06-19","1949"
"","","6","kanaka220914A","ಕನ್ನಡ ಜನಮನ, ಮೈಸೂರು","Science Newsletter,Weekly Science Supplement,‌ಸಾಪ್ತಾಹಿಕ ವಿಜ್ಞಾನ ಪತ್ರಿಕೆ,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಕಣಕ ಸಂಚಯ","ಕಣಕ - ಸೆಪ್ಟೆಂಬರ್ ೨೦೧೪","2014"
"","","7","kanaka230614A","ಕನ್ನಡ ಜನಮನ, ಮೈಸೂರು","Science Newsletter,Weekly Science Supplement,‌ಸಾಪ್ತಾಹಿಕ ವಿಜ್ಞಾನ ಪತ್ರಿಕೆ,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಕಣಕ ಸಂಚಯ","ಕಣಕ - ಜೂನ್ - ೨೦೧೪","2014"
"","Ajith Pengeenkar","8","kankonchilokkla0000ajit","Anujith Prakashan","","Kankonchi Lokkla","2001"
"","Maya Kharangate","7","kayapanji0000maya","Apurbhai Prakashan","","Kayapanji","1989"
"","ರಾಕ್ಣೊ","18","hasoanitamaso0000konk","Rakhno","","ಹಾಸೊ ಆನಿ ತಮಾಸೊ","2010"
"","ବିଶ୍ୱନାଥ କର,Biswanatha Kar,Biśwanātha Kar","2","hansaduta-1965","","କବିତା,Poetry,Odia Bibhaba","ହଂସଦୂତ","1965"
"","PANCHU BANTWAL","4","hanvthujomogkart0000panc","","","HANV THUJO MOG KARTHA BAI",""
"","କମଳା କାନ୍ତ ଦାସ,Kamala Kanta Das,Kamalakant Das","1","ajan-1962","","ଉପନ୍ୟାସ,novel","ଆଜାନ୍","1962"
"","କେଶବ ମହାରଣା,Kesaba Maharana,Keshav Maharana","1","ajodhya-pratyagamana-1948","","କବିତା,poetry","ଅଯୋଧ୍ୟା ପ୍ରତ୍ୟାଗମନ","1948"
"","","26","akandeswaraniral0000unse","","ಕನ್ನಡ ಸಾಹಿತ್ಯ,SSACC Sanchaya","ಅಕಂಡೇಶ್ವರ ನಿರಾಲಂಬ‍ ವಚನ",""
"","N. I. Vavilov","14","academyofscience0000niva","The Academy Of Sciences Of The Ussr","CFTRI","Academy Of Sciences Of The Ussr","1957"
"","ಡಾ. ಶ್ರೀನಿವಾಸ ಹಾವನೂರ","50","drferdinandkitte0000drsh_n2j6","ಸಾಹಿತ್ಯ ಅಕಾಡೆಮಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಹಾವನೂರು ಸಂಚಯ","ಡಾ. ಫರ್ಡಿನಾಂಡ್ ಕಿಟೆಲ್","2009"
"","ಡಾ. ಶ್ರೀನಿವಾಸ ಹಾವನೂರ,Dr. N. T. Bhat","31","drferdinandkitte0000drsh_i4a4","Herausgeber : Deutsch-indische Gesekkschaft, Udupi","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಹಾವನೂರು ಸಂಚಯ","Dr. Ferdinand Kittel (Eine Einführung in sein Leben und seine Werke)","2003"
"","Olivinho Gomes","17","drflgomish0000oliv","Konkani Sorospot Prakashan","","Dr.F.L.Gomish","1984"
"","ଯଜ୍ଞ କୁମାର ସାହୁ, ଦେବାନନ୍ଦ ଚୋପଦାର,Yajnakumara Sahu,Debananda Chopadara","3","aitihasika-nabina-kumara-1996","","ଜୀବନୀ,biography","ଐତିହାସିକ ନବୀନ କୁମାର","1996"
"","Morris, Henry, 1829-1912","546","descriptivehisto0000morr","Trübner & Co. (London)","East Godavāri (India) -- History,India -- East Godavāri","A Descriptive and Historical Account of the Godavery District in the Presideny of Madras","1878"
"","ଶ୍ୟାମ ସୁନ୍ଦର ରାଜଗୁରୁ,Syama Sundar Rajaguru,Shyama Sundara Rajaguru","7","prabandhabali-1917","","ପ୍ରବନ୍ଧ,essay","ପ୍ରବନ୍ଧାବଳୀ","1917"
"","କୁଳମଣି ମିଶ୍ର,Kulamani Misra,Kulamani Mishra","5","prabandha-prasuna-volume-1-1927","","ପ୍ରବନ୍ଧ,essay","ପ୍ରବନ୍ଧ ପ୍ରସୂନ ଭାଗ ୧","1927"
